fips,fi_rate_18,ch_fi_rate_18,cpm_18
54007,15.3%,25.2%,US$2.83
54009,11.8%,18.9%,US$2.99
54011,14.8%,19.7%,US$2.89
54013,17.4%,26.6%,US$2.71
54015,19.6%,28%,US$2.82
54017,11.6%,15.7%,US$2.82
54019,15.8%,25%,US$2.78
54021,13.4%,18.4%,US$2.80
54023,11.7%,16.9%,US$2.98
54025,14%,20.3%,US$2.90
54027,15%,23.6%,US$2.94
54029,12%,18.9%,US$2.86
54031,10.9%,18.1%,US$3.03
54033,12.4%,17.2%,US$2.78
54035,11.6%,16.5%,US$2.81
54037,8.2%,10.7%,US$3.08
54039,13.2%,19.9%,US$2.84
54041,14.8%,23.3%,US$2.84
54043,17.9%,27.9%,US$3.08
54045,18%,26.3%,US$2.71
54047,22.5%,34.6%,US$2.78
54049,12.5%,19.3%,US$2.97
54051,12.4%,18.9%,US$2.91
54053,14.1%,22.7%,US$2.78
54055,16.3%,24.5%,US$2.83
54057,13%,18.9%,US$3.00
54059,20.2%,30.9%,US$3.13
54061,11.2%,13.4%,US$2.94
54063,13.9%,22.1%,US$2.97
54065,9%,12.1%,US$3.06
54067,13.9%,22.7%,US$2.84
54069,11.3%,15.7%,US$3.15
54071,12%,18.4%,US$2.97
54073,12.8%,20.7%,US$2.77
54075,14.3%,24.2%,US$2.84
54077,11.8%,18.9%,US$2.92
54079,8.6%,12.2%,US$2.84
54081,14.1%,21.2%,US$2.75
54083,13.6%,19.9%,US$2.92
54085,12.9%,20.8%,US$2.74
54087,17.1%,25%,US$2.83
54089,17.2%,27.2%,US$2.80
54091,12.7%,19.8%,US$2.89
54093,12.5%,20.3%,US$2.92
54095,13.3%,20.7%,US$2.86
54097,13.2%,21.3%,US$2.89
54099,16.6%,24.4%,US$2.71
54101,17.2%,26.9%,US$2.87
54103,15.4%,27.1%,US$2.88
54105,15.4%,26.3%,US$2.74
54107,13.2%,20.3%,US$2.69
54109,18.2%,26.8%,US$3.16
55001,12.2%,23.5%,US$3.01
55003,11.7%,19.5%,US$3.32
55005,9.4%,17.1%,US$2.88
55007,10.2%,20%,US$3.11
55009,8%,13.1%,US$3.08
55011,8%,14.2%,US$3.20
55013,10.7%,20.7%,US$3.07
55015,5.5%,10.8%,US$2.90
55017,8.9%,15.8%,US$2.78
55019,8.5%,15.4%,US$3.12
55021,7.2%,13%,US$2.86
55023,10.2%,18.5%,US$2.85
55025,7.4%,10.7%,US$3.29
55027,7.7%,13.2%,US$2.88
55029,8.2%,14.4%,US$3.56
55031,10.4%,17.1%,US$2.88
55033,8.7%,14.3%,US$2.81
55035,8.9%,13.9%,US$3.12
55037,10.1%,17.4%,US$2.93
55039,7.6%,13.2%,US$3.05
55041,12%,21.3%,US$2.91
55043,8.6%,14.7%,US$2.77
55045,7.2%,12.7%,US$2.76
55047,8.7%,15.9%,US$3.01
55049,7.4%,12.1%,US$3.19
55051,12.4%,21.4%,US$3.26
55053,9.2%,16.5%,US$3.08
55055,7.6%,12.9%,US$2.97
55057,10.5%,19%,US$3.00
55059,9.5%,16.1%,US$2.95
55061,7.4%,12.7%,US$3.25
55063,8.4%,12.4%,US$3.20
55065,7.8%,14.3%,US$2.90
55067,11.2%,20%,US$2.89
55069,8.3%,14.2%,US$3.03
55071,8.4%,15.1%,US$2.96
55073,7.8%,13.7%,US$2.89
55075,10.9%,19.3%,US$2.73
55077,9.5%,17.1%,US$2.91
55078,17.5%,29.1%,US$2.80
55079,12.6%,19%,US$2.91
55081,9.4%,16.9%,US$2.82
55083,8.1%,15.4%,US$3.06
55085,8.1%,15.4%,US$2.86
55087,7.4%,12.9%,US$3.10
55089,5.3%,9.4%,US$3.15
55091,8.8%,16.8%,US$3.07
55093,7.1%,12.3%,US$4.03
55095,8.7%,16.1%,US$3.35
55097,8.1%,13.2%,US$3.09
55099,9.8%,16.8%,US$2.95
55101,9.2%,15.5%,US$2.90
55103,9.3%,16.8%,US$3.13
55105,9.9%,17.2%,US$2.86
55107,11.1%,20.4%,US$2.99
55109,5.5%,10.3%,US$2.85
55111,8.4%,14.6%,US$2.94
55113,11.6%,22.4%,US$3.00
55115,8.2%,15.3%,US$2.66
55117,7%,11.8%,US$3.12
55119,8.2%,15%,US$3.17
55121,7.3%,12%,US$3.10
55123,9.9%,17.9%,US$3.13
55125,10.7%,18.6%,US$3.53
55127,7.9%,12.9%,US$2.96
55129,10.4%,19.6%,US$3.06
55131,5.7%,10.2%,US$2.91
55133,5.5%,9.7%,US$3.11
55135,8.8%,16.1%,US$2.69
55137,9%,16.6%,US$3.06
55139,8.5%,14.3%,US$3.07
55141,9.1%,16%,US$2.97
56001,12.9%,14%,US$3.52
56003,13.4%,17.7%,US$3.20
56005,11.3%,15.9%,US$3.28
56007,12.2%,14.9%,US$3.53
56009,12%,15.3%,US$3.20
56011,9.5%,11.1%,US$3.27
56013,14.2%,19.9%,US$3.37
56015,12.1%,16.2%,US$3.14
56017,13.5%,19.8%,US$3.39
56019,13.1%,17.2%,US$3.27
56021,11.7%,15.1%,US$3.15
56023,11.1%,15.1%,US$2.97
56025,12.7%,16.7%,US$3.13
56027,14.3%,17.1%,US$3.14
56029,11.5%,15.1%,US$3.42
56031,13%,18.9%,US$3.21
56033,11.3%,14.4%,US$3.41
56035,10.8%,14.8%,US$3.57
56037,11.7%,15.4%,US$3.29
56039,9.5%,8.4%,US$4.52
56041,13.5%,18.7%,US$3.07
56043,12.6%,18.4%,US$3.26
56045,14%,22.3%,US$3.16
